ï»¿Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (Â°)
04 03 2018 2:50,3602.446045,19.16007996,3600,198.1118927
04 03 2018 3:00,3602.4729,19.65316963,3600,200.3869934
04 03 2018 3:10,3602.733887,19.55555916,3600,202.6508026
04 03 2018 3:20,3602.850098,19.09305954,3600,206.1551056
04 03 2018 3:30,3603.376953,17.51721001,3600,205.5391998
04 03 2018 3:40,3603.188965,16.63740921,3600,209.8860931
04 03 2018 3:50,3602.831055,17.32920074,3600,206.2207031
04 03 2018 4:00,3602.522949,17.5503006,3600,204.9842072
04 03 2018 4:10,3602.476074,18.57761002,3600,204.8457031
04 03 2018 4:20,3602.673096,18.57728958,3600,203.2514038
04 03 2018 4:30,3602.520996,19.0035305,3600,203.6889954
04 03 2018 4:40,3602.893066,18.02383041,3600,208.9172974
04 03 2018 4:50,3602.803955,16.65884018,3600,212.4694061
04 03 2018 5:00,3602.831055,17.24056053,3600,209.1679993
04 03 2018 5:10,3602.657959,16.57407951,3600,208.8822937
04 03 2018 5:20,3602.993896,16.53640938,3600,209.1524963
04 03 2018 5:30,3603.250977,16.10990906,3600,209.6537933
04 03 2018 5:40,3603.125977,16.17727089,3600,211.925293
04 03 2018 5:50,3602.612061,16.28370094,3600,207.6703949
04 03 2018 6:00,3602.918945,16.8478508,3600,207.8533936
04 03 2018 6:10,3602.780029,17.50101089,3600,208.5509033
04 03 2018 6:20,3560.87207,16.61128998,3600,204.4622955
04 03 2018 6:30,3461.212891,17.85605049,3600,206.5426025
04 03 2018 6:40,3461.298096,17.80789948,3600,208.1410065
04 03 2018 6:50,3461.740967,18.08267021,3600,204.1779022
04 03 2018 7:00,3461.320068,17.83568954,3600,199.1923065
04 03 2018 7:10,3461.437988,17.55182076,3600,199.3283997
04 03 2018 7:20,3479.12793,15.90021038,3600,203.9329071
04 03 2018 7:30,3468.835938,18.14801979,3600,207.4741974
04 03 2018 7:40,3559.436035,17.89307022,3600,210.7796936
04 03 2018 7:50,3497.709961,18.0709095,3600,211.8567047
04 03 2018 8:00,3509.676025,16.99654961,3600,214.1880951
04 03 2018 8:10,3547.52002,16.39002037,3600,212.0478973
04 03 2018 8:20,3508.937988,16.41764069,3600,212.8618011
04 03 2018 8:30,3581.091064,14.50131035,3600,212.8834076
04 03 2018 8:40,3475.089111,15.13525009,3600,205.6291962
04 03 2018 8:50,3529.738037,15.80821991,3600,209.9965973
04 03 2018 9:00,3469.647949,17.66674995,3600,214.0326996
04 03 2018 9:10,3505.748047,19.30481911,3600,217.6824036
04 03 2018 9:20,3466.145996,20.6819191,3600,218.6479034
04 03 2018 9:30,3467.995117,19.84314919,3600,219.4822998
04 03 2018 9:40,3469.840088,18.87161064,3600,221.2126007
04 03 2018 9:50,3486.330078,17.93572998,3600,220.3171997
04 03 2018 10:00,3465.281982,19.40910912,3600,223.1851044
04 03 2018 10:10,3466.717041,18.65671921,3600,222.5361938
04 03 2018 10:20,3475.590088,18.41958046,3600,226.2519073
04 03 2018 10:30,3476.849121,18.02773094,3600,225.6006012
04 03 2018 10:40,3489.894043,16.25873947,3600,227.0993958
04 03 2018 10:50,3487.562012,16.63208008,3600,224.8199005
04 03 2018 11:00,3527.047119,14.61312008,3600,225.1416931
04 03 2018 11:10,3488.284912,15.90332985,3600,219.8287048
04 03 2018 11:20,3484.428955,12.91359997,3597.285205,242.1352997
04 03 2018 11:30,3521.846924,13.62024975,3600,245.3237
04 03 2018 11:40,3510.0979,13.39838982,3600,255.0713959
04 03 2018 11:50,3543.438965,14.67687035,3600,260.765686
04 03 2018 12:00,1878.557983,8.849251747,2047.300328,299.5971985
04 03 2018 12:10,285.6556091,4.884496212,308.1229086,309.9953003
04 03 2018 12:20,81.74162292,3.709146023,78.92371926,312.5033875
04 03 2018 12:30,116.3637009,4.302465916,181.3179081,316.7724915
04 03 2018 12:40,257.6524048,4.773499012,282.2433936,335.3067017
04 03 2018 12:50,64.14347076,3.608483076,65.09159075,336.5025024
04 03 2018 13:00,48.35242081,3.509937048,53.12084897,343.199707
04 03 2018 13:10,137.5592041,4.179427147,157.0526004,322.5155945
04 03 2018 13:20,395.9359131,5.273557186,406.1564382,319.6221008
04 03 2018 13:30,110.2197037,4.134768009,148.4344655,342.7419128
04 03 2018 13:40,148.9550018,4.36307621,193.5663212,355.3570862
04 03 2018 13:50,173.2527008,4.298028946,180.4290972,5.398706913
04 03 2018 14:00,215.8269043,4.554071903,233.5334518,8.953462601
04 03 2018 14:10,507.4908142,5.727752209,536.966018,346.6802979
04 03 2018 14:20,379.9367065,5.547708988,482.8295244,2.600922108
04 03 2018 14:30,562.2440796,6.398737907,766.9468964,343.3804016
04 03 2018 14:40,373.6489868,5.349211216,426.650477,356.6817017
04 03 2018 14:50,360.4880066,5.342138767,424.7136821,5.743267059
04 03 2018 15:00,222.9855957,4.416197777,204.4691501,5.572756767
04 03 2018 15:10,206.2740021,6.161272049,679.7582556,23.68806076
04 03 2018 15:20,982.0479126,7.766693115,1399.357081,11.53711033
04 03 2018 15:30,494.593689,5.711150169,531.8421508,17.53356934
04 03 2018 15:40,448.1954956,5.860414982,578.9048989,16.68471909
04 03 2018 15:50,411.995697,5.762475014,547.7711226,14.33257961
04 03 2018 16:00,534.300293,6.089579105,654.6251253,354.8418884
04 03 2018 16:10,436.3244019,5.642549992,510.9571596,4.43447113
04 03 2018 16:20,378.1805115,5.385237217,436.5841397,7.954823017
04 03 2018 16:30,84.59654999,4.83757782,297.0775068,33.00418854
04 03 2018 16:40,0,4.578092098,238.7146514,21.46430969
04 03 2018 16:50,191.6667023,4.750178814,276.9153235,4.18106699
04 03 2018 17:00,87.35472107,3.8561759,102.0406025,5.410109997
04 03 2018 17:10,24.03959084,3.562956095,59.3681602,27.65671921
04 03 2018 17:20,4.133257866,2.999368906,0,0.2904972136
04 03 2018 17:30,2.759129047,3.169384003,23.71556332,14.02194023
04 03 2018 17:40,157.2814026,4.43641901,208.6616605,59.57403183
04 03 2018 17:50,331.3483887,5.249164104,399.6526468,53.29713058
04 03 2018 18:00,393.3241882,5.391849995,438.4199286,60.39656067
04 03 2018 18:10,545.0355225,6.062763214,645.3655132,66.90292358
04 03 2018 18:20,683.6928711,6.546649933,824.3597022,59.72941971
04 03 2018 18:30,828.6914063,6.770843983,916.0830863,59.20531845
04 03 2018 18:40,658.5341797,6.270430088,719.0821856,63.7740593
04 03 2018 18:50,650.7952271,6.263239861,716.4525596,67.7387085
04 03 2018 19:00,666.9041138,6.400680065,767.6851529,67.16368103
04 03 2018 19:10,579.9031982,6.087887764,654.0388298,68.21276855
04 03 2018 19:20,463.1680908,5.733911991,538.8740571,68.02993774
04 03 2018 19:30,285.3757019,4.998878956,335.7242444,73.33087921
04 03 2018 19:40,324.0181885,5.226784229,393.7295882,70.58894348
04 03 2018 19:50,301.5422974,4.970376015,328.7551804,79.39199829
04 03 2018 20:00,45.04854965,3.650315046,70.64285424,105.884697
04 03 2018 20:10,0.1043327972,3.094788074,19.75200071,90.25982666
04 03 2018 20:20,0,2.349606991,0,128.8412018
04 03 2018 20:30,0,3.350253105,37.02227838,177.3571014
04 03 2018 20:40,0,2.332500935,0,196.8753967
04 03 2018 20:50,0,3.051024914,17.84108059,200.7779999
04 03 2018 21:00,0,2.250197887,0,179.9156952
04 03 2018 21:10,0,2.199789047,0,190.302597
04 03 2018 21:20,0,2.304003,0,202.1844025
04 03 2018 21:30,0,1.748582959,0,185.6118011
04 03 2018 21:40,0,3.250447035,29.0322025,172.6694031
04 03 2018 21:50,0,2.610483885,0,239.8372955
04 03 2018 22:00,0,3.530951977,55.54326339,201.0534058
04 03 2018 22:10,0,3.699191093,77.4835698,214.4176941
04 03 2018 22:20,0,2.885473013,0,218.0968933
04 03 2018 22:30,0,2.618338108,0,230.9163971
04 03 2018 22:40,0,2.59186101,0,244.0587006
04 03 2018 22:50,0,3.596877098,63.60104876,262.5526123
04 03 2018 23:00,0,2.015707016,0,233.9602966
04 03 2018 23:10,0,1.955157042,0,215.1697998
04 03 2018 23:20,0,4.035816193,129.6783159,183.6156006
04 03 2018 23:30,0,4.297222137,180.2675912,189.3986969
04 03 2018 23:40,13.95139027,4.357845783,192.5013784,180.8934937
04 03 2018 23:50,-0.1637337059,2.894877911,0,190.0126038
05 03 2018 0:00,0,2.70679903,0,197.5762939
05 03 2018 0:10,70.9611969,4.065254211,135.2106489,189.6730957
05 03 2018 0:20,66.08817291,3.931282997,115.1840976,181.4951019
05 03 2018 0:30,101.6964035,3.999083042,127.8240114,196.0278015
05 03 2018 0:40,91.03897858,3.90237689,110.0187846,200.4026947
05 03 2018 0:50,45.77243042,3.211409092,26.34059528,203.5227966
05 03 2018 1:00,66.16014099,3.465518951,48.23323798,224.1298065
05 03 2018 1:10,194.8294067,4.565941811,236.0893332,208.1166992
05 03 2018 1:20,205.0876007,4.795628071,287.3338866,208.0614014
05 03 2018 1:30,112.9586029,3.861741066,102.9835273,215.6369019
05 03 2018 1:40,16.18980026,3.015254021,16.50674347,218.0478973
05 03 2018 1:50,0,3.467520952,48.44673773,228.5903931
05 03 2018 2:00,0,3.622685909,66.94496843,223.2928009
05 03 2018 2:10,0,3.461280107,47.78331045,226.1580048
05 03 2018 2:20,0,2.752563,0,223.9761963
05 03 2018 2:30,0,3.413832903,42.94326662,206.2736053
05 03 2018 2:40,0,2.395651102,0,205.3865967
05 03 2018 2:50,0,1.711828947,0,228.8580017
05 03 2018 3:00,0,1.999789953,0,215.1058044
05 03 2018 3:10,0,1.854629993,0,242.0469055
05 03 2018 3:20,0,1.71586597,0,235.138504
05 03 2018 3:30,0,2.620187044,0,196.4194031
05 03 2018 3:40,0,2.490139008,0,220.0531006
05 03 2018 3:50,0,3.041750908,17.47548012,217.6437988
05 03 2018 4:00,0,3.384644032,40.14469149,204.476593
05 03 2018 4:10,0,3.304409981,33.1543543,186.0523071
05 03 2018 4:20,0,3.250320911,29.02311386,178.5357056
05 03 2018 4:30,0,3.135324001,21.79537487,187.263504
05 03 2018 4:40,0,3.807142019,93.94680376,194.5018005
05 03 2018 4:50,0,4.180472851,157.2555736,197.6703033
05 03 2018 5:00,0,3.703799963,78.14834985,198.5323944
05 03 2018 5:10,0,3.52324295,54.64642923,188.5435944
05 03 2018 5:20,0,4.00669384,124.2438059,190.1403046
05 03 2018 5:30,0,3.597601891,63.69350207,185.1757965
05 03 2018 5:40,0,4.402625084,201.6682571,196.1123047
05 03 2018 5:50,164.4960022,4.578815937,238.8713423,205.9586945
05 03 2018 6:00,115.9641037,4.246181011,170.120332,204.8536987
05 03 2018 6:10,27.79174995,3.441230059,45.69407905,202.0590057
05 03 2018 6:20,0,2.101144075,0,206.0850067
05 03 2018 6:30,0,1.810719013,0,226.2846985
05 03 2018 6:40,0,1.243116975,0,204.8634033
05 03 2018 6:50,0,1.579699993,0,224.3213959
05 03 2018 7:00,0,1.279765964,0,177.3350067
05 03 2018 7:10,0,1.295721054,0,173.5812988
05 03 2018 7:20,0,0.8658193946,0,227.6817017
05 03 2018 7:30,0,0.7615777254,0,212.202301
05 03 2018 7:40,0,0.9147650003,0,141.9481049
05 03 2018 7:50,0,1.934512973,0,131.6004944
05 03 2018 8:00,0,3.789974928,91.20402863,140.2787018
05 03 2018 8:10,0,3.095916986,19.80534903,144.0233002
05 03 2018 8:20,0,3.048928976,17.75725081,147.6972961
05 03 2018 8:30,0,2.682050943,0,147.2366028
05 03 2018 8:40,0,2.975296021,0,150.9626007
05 03 2018 8:50,0,3.122626066,21.12700629,155.4358063
05 03 2018 9:00,0,2.250854015,0,167.1692963
05 03 2018 9:10,0,2.87605691,0,180.547699
05 03 2018 9:20,0,2.70323801,0,205.1575012
05 03 2018 9:30,0,1.478222966,0,140.9138031
05 03 2018 9:40,0,2.160902023,0,86.04181671
05 03 2018 9:50,0,2.085568905,0,143.6152954
05 03 2018 10:00,0,1.93838203,0,154.7570038
05 03 2018 10:10,0,3.28234911,31.41285309,162.4983978
05 03 2018 10:20,0,2.853629112,0,158.5281067
05 03 2018 10:30,0,3.929375887,114.8391915,153.4393005
05 03 2018 10:40,0,4.631235123,250.3064814,150.720993
05 03 2018 10:50,0,4.644405842,253.2071966,138.4411011
05 03 2018 11:00,0,4.23246479,167.4166877,147.9622955
05 03 2018 11:10,0,4.40190506,201.5199646,147.2089996
05 03 2018 11:20,0,3.584697962,62.0600713,151.6699982
05 03 2018 11:30,0,4.204511166,161.9365378,138.813797
05 03 2018 11:40,0,3.013324022,16.44057108,129.8984985
05 03 2018 11:50,0,3.100451946,20.02170976,121.1975021
05 03 2018 12:00,0,3.776783943,89.12854973,138.6351929
05 03 2018 12:10,0,4.587839127,240.8273634,132.1141968
05 03 2018 12:20,0,4.476305008,217.0010439,138.4653931
05 03 2018 12:30,0,2.60690403,0,109.0428009
05 03 2018 12:40,0,3.448148012,46.40766765,89.56728363
05 03 2018 12:50,0,3.84262991,99.76617026,77.71360016
05 03 2018 13:00,0,4.201447964,161.3384281,79.1754837
05 03 2018 13:10,0,4.497533798,221.4778708,80.09459686
05 03 2018 13:20,0,4.337818146,188.4376299,113.8188019
05 03 2018 13:30,0,4.069694996,136.0486594,109.1960983
05 03 2018 13:40,0,4.848028183,299.5240948,119.3171997
05 03 2018 13:50,0,3.5192101,54.18105346,118.2432022
05 03 2018 14:00,0,4.539169788,230.3369696,123.3673019
05 03 2018 14:10,0,4.618461132,247.5037809,122.8843994
05 03 2018 14:20,0,5.473126888,461.302488,129.8872986
05 03 2018 14:30,0,5.859985828,578.7663325,122.0617981
05 03 2018 14:40,0,5.425127983,447.7172674,116.4620972
05 03 2018 14:50,365.4089966,5.571963787,489.9417825,113.8524017
05 03 2018 15:00,403.1296082,5.277925014,407.3263181,113.4978027
05 03 2018 15:10,532.5717163,6.033400059,635.3144517,115.4225998
05 03 2018 15:20,530.2600708,6.059929848,644.3916305,118.9290009
05 03 2018 15:30,512.1071777,6.163267136,680.4655247,119.1996994
05 03 2018 15:40,128.7792969,3.84680891,100.4647116,100.231102
05 03 2018 15:50,71.13276672,3.523607016,54.68856904,103.8239975
05 03 2018 16:00,230.0341034,4.757104874,278.4938721,110.351799
05 03 2018 16:10,539.2086182,6.122141838,665.9724292,118.4555969
05 03 2018 16:20,1005.468994,7.337189198,1175.305885,125.0326004
05 03 2018 16:30,950.9257813,7.221073151,1118.695346,127.0422974
05 03 2018 16:40,963.9061279,7.138381004,1079.519014,132.9067993
05 03 2018 16:50,1349.562012,7.995841026,1527.615922,139.566803
05 03 2018 17:00,2261.601074,9.695781708,2587.967708,141.1781006
05 03 2018 17:10,2420.118896,9.885954857,2719.128649,145.3824005
05 03 2018 17:20,2175.667969,10.09259987,2848.346955,141.1331024
05 03 2018 17:30,1931.124023,9.365732193,2381.918031,142.710907
05 03 2018 17:40,1632.715942,8.673606873,1936.079383,147.2411041
05 03 2018 17:50,1213.322998,7.710018158,1368.56842,148.4541016
05 03 2018 18:00,950.4154053,7.141692162,1081.069966,150.4248962
05 03 2018 18:10,929.4074097,7.050607204,1038.933898,152.5590973
05 03 2018 18:20,1244.869995,8.040685654,1553.381114,148.0915985
05 03 2018 18:30,913.2753906,7.405889988,1209.711887,143.7075958
05 03 2018 18:40,1048.130981,7.661591053,1342.571857,142.457901
05 03 2018 18:50,1257.708984,8.135860443,1608.731647,138.4290924
05 03 2018 19:00,1659.43103,8.796007156,2013.407362,136.7093048
05 03 2018 19:10,1533.353027,8.521636009,1841.352423,137.2046967
05 03 2018 19:20,1162.233032,7.301650047,1157.776588,145.8572998
05 03 2018 19:30,1144.612061,7.296105862,1155.05827,159.930603
05 03 2018 19:40,1023.781982,7.154341221,1087.008321,163.0444031
05 03 2018 19:50,1099.052002,7.413589954,1213.611502,157.738205
05 03 2018 20:00,2064.802002,9.098706245,2207.807658,163.0731964
05 03 2018 20:10,2459.268066,10.15390968,2884.145129,166.5209961
05 03 2018 20:20,2552.564941,10.12495041,2867.377321,169.3276062
05 03 2018 20:30,2601.740967,10.13788033,2874.895008,171.5926056
05 03 2018 20:40,2613.336914,10.33082962,2981.229581,169.482193
05 03 2018 20:50,2333.740967,10.06731033,2833.248521,164.838501
05 03 2018 21:00,3062.560059,11.25879002,3356.360272,165.2926941
05 03 2018 21:10,3534.86499,12.33172035,3564.362965,172.5189056
05 03 2018 21:20,3460.677979,12.07378006,3532.959669,173.5664978
05 03 2018 21:30,3296.729004,12.20573997,3550.379927,171.2989044
05 03 2018 21:40,3528.591064,13.06626034,3600,170.9871063
05 03 2018 21:50,3559.177002,13.68552971,3600,172.5695038
05 03 2018 22:00,3506.832031,14.92039967,3600,173.3401947
05 03 2018 22:10,3473.812012,14.56958008,3600,173.1439972
05 03 2018 22:20,3485.639893,15.09902,3600,172.9631042
05 03 2018 22:30,3475.833008,15.18017006,3600,170.5558929
05 03 2018 22:40,3475.366943,15.57046986,3600,171.2492981
05 03 2018 22:50,3461.820068,15.80113983,3600,173.1483002
05 03 2018 23:00,3461.62207,16.43870926,3600,173.1455994
05 03 2018 23:10,3461.769043,16.99657059,3600,175.953598
05 03 2018 23:20,3461.99292,17.10399055,3600,184.7071991
05 03 2018 23:30,3462.39209,15.8777504,3600,192.221405
05 03 2018 23:40,3463.591064,14.95230961,3600,195.8253937
05 03 2018 23:50,3467.918945,14.75074959,3600,190.527298
06 03 2018 0:00,3462.666992,15.39896965,3600,196.0480957
06 03 2018 0:10,3164.541992,11.95034981,3514.017465,211.6784973
06 03 2018 0:20,1917.176025,8.487541199,1820.316354,206.6994934
06 03 2018 0:30,1638.723022,7.731667995,1380.283857,174.4235992
06 03 2018 0:40,2264.960938,9.145330429,2238.069579,161.5429993
06 03 2018 0:50,2045.531982,9.204820633,2276.778367,156.8997955
06 03 2018 1:00,2024.005005,9.573152542,2496.822976,146.9463043
06 03 2018 1:10,1256.108032,7.801750183,1418.593802,145.6376953
06 03 2018 1:20,1474.666992,8.508752823,1833.393874,141.1405945
06 03 2018 1:30,1666.661987,8.690278053,1946.56057,139.322998
06 03 2018 1:40,1609.374023,8.342553139,1731.836366,142.9427948
06 03 2018 1:50,1535.442993,8.3014431,1707.054166,141.0511932
06 03 2018 2:00,1264.234009,7.445631027,1229.933954,150.2774963
06 03 2018 2:10,1995.401978,8.842587471,2043.050264,161.0939941
06 03 2018 2:20,2797.481934,10.48962021,3060.824487,167.8287048
06 03 2018 2:30,2769.0979,10.44857025,3040.910522,167.5375977
06 03 2018 2:40,3402.608887,11.59315014,3443.99475,170.4902039
06 03 2018 2:50,3574.762939,11.97004986,3517.215766,173.0839996
06 03 2018 3:00,3503.974121,11.9141798,3507.969803,176.729599
06 03 2018 3:10,3603.691895,13.12928963,3600,179.488205
06 03 2018 3:20,3578.580078,14.23208046,3600,179.8789063
06 03 2018 3:30,3599.665039,14.6307497,3600,180.2151947
06 03 2018 3:40,3588.789063,14.12115002,3600,178.9488983
06 03 2018 3:50,3580.581055,14.19863033,3600,181.5294037
06 03 2018 4:00,3512.593018,14.39280033,3600,184.2415924
06 03 2018 4:10,3563.87793,13.6973896,3600,185.5032043
06 03 2018 4:20,3537.955078,13.26210022,3600,184.5307007
06 03 2018 4:30,3525.174072,13.24553967,3600,185.2666931
06 03 2018 4:40,3497.865967,12.56735039,3583.821216,182.5010071
06 03 2018 4:50,3480.991943,12.67881966,3590.08117,182.1817017
06 03 2018 5:00,3500.150879,13.23690033,3600,184.1931
06 03 2018 5:10,3272.10791,11.51214981,3424.807981,186.451004
06 03 2018 5:20,2346.089111,9.770702362,2641.088284,186.6136932
06 03 2018 5:30,2691.611084,10.24470043,2935.101417,187.2801056
06 03 2018 5:40,3365.076904,11.88623047,3503.139904,183.9915924
06 03 2018 5:50,3488.849121,13.38619041,3600,188.4868927
06 03 2018 6:00,3462.052002,14.02550983,3600,191.074707
06 03 2018 6:10,3465.304932,14.29154968,3600,190.5444031
06 03 2018 6:20,3482.540039,13.42129993,3600,186.4075928
06 03 2018 6:30,3598.569092,13.94653988,3600,188.6705017
06 03 2018 6:40,3602.865967,14.95464993,3600,191.1127014
06 03 2018 6:50,3602.63208,14.94719982,3600,190.7050934
06 03 2018 7:00,3600.778076,15.17041016,3600,196.3775024
06 03 2018 7:10,3602.227051,16.90789986,3600,200.2751007
06 03 2018 7:20,3602.62207,16.83827972,3600,200.4714966
06 03 2018 7:30,3561.62207,13.53382015,3600,188.1231995
06 03 2018 7:40,3149.61499,11.57353973,3439.465786,202.6903076
06 03 2018 7:50,2833.884033,10.8064003,3199.717781,218.8648071
06 03 2018 8:00,3190.720947,11.86732006,3499.793943,227.8878937
06 03 2018 8:10,3572.319092,14.07841015,3600,220.281601
06 03 2018 8:20,3600.270996,15.8915596,3600,212.1239014
06 03 2018 8:30,3592.177979,16.23525047,3600,208.2247009
06 03 2018 8:40,3484.920898,17.25798988,3600,205.4105988
06 03 2018 8:50,3465.49292,18.30875969,3600,205.0807953
06 03 2018 9:00,3461.062012,17.46007919,3600,204.8119049
06 03 2018 9:10,3464.073975,16.65851021,3600,206.1741028
06 03 2018 9:20,3502.081055,16.0219593,3600,205.3446045
06 03 2018 9:30,3555.958008,15.75409985,3600,211.4620972
06 03 2018 9:40,3478.862061,15.33961964,3600,206.2281036
06 03 2018 9:50,3476.139893,15.43760014,3600,203.6609039
06 03 2018 10:00,3467.084961,15.89768982,3600,203.7662964
06 03 2018 10:10,3576.212891,15.2508297,3600,204.8074036
06 03 2018 10:20,3602.315918,15.31365967,3600,205.5337982
06 03 2018 10:30,3601.531982,14.97399998,3600,207.8786011
06 03 2018 10:40,3580.011963,14.4586401,3600,209.7490997
06 03 2018 10:50,3601.712891,14.17893028,3600,206.9515991
06 03 2018 11:00,3599.225098,15.82398987,3600,206.790802
06 03 2018 11:10,3602.590088,16.12989044,3600,211.1132965
06 03 2018 11:20,3602.450928,16.68254089,3600,213.035202
06 03 2018 11:30,3602.238037,16.78762054,3600,212.4069061
06 03 2018 11:40,3601.750977,15.17376041,3600,213.5621948
06 03 2018 11:50,3605.758057,14.97439957,3600,213.1177063
06 03 2018 12:00,3602.415039,15.5128603,3600,213.0075073
06 03 2018 12:10,3601.975098,14.12884998,3600,209.940506
06 03 2018 12:20,3471.553955,12.86448956,3596.438952,207.415802
06 03 2018 12:30,3477.322021,12.18927956,3548.363587,200.2911072
06 03 2018 12:40,2592.899902,10.2011404,2910.956099,209.5411987
06 03 2018 12:50,3423.704102,13.68482971,3600,216.4284973
06 03 2018 13:00,3437.240967,13.00510025,3600,220.0355988
06 03 2018 13:10,3554.121094,13.24158955,3600,222.7171021
06 03 2018 13:20,3470.650879,13.38834953,3600,225.0363007
06 03 2018 13:30,3596.552002,13.86034012,3600,221.2341003
06 03 2018 13:40,3441.227051,11.9107399,3507.382756,218.1896973
06 03 2018 13:50,3477.441895,12.43441963,3573.899465,217.2530975
06 03 2018 14:00,3468.399902,11.93914986,3512.16917,210.2700043
06 03 2018 14:10,3546.248047,12.88401031,3596.816774,212.2953033
06 03 2018 14:20,3596.861084,13.41343021,3600,215.3946991
06 03 2018 14:30,3548.745117,12.86767006,3596.504247,211.1087036
06 03 2018 14:40,3596.454102,13.26663971,3600,214.6931
06 03 2018 14:50,3572.946045,13.22321987,3600,209.7597046
06 03 2018 15:00,3407.274902,12.05895042,3530.820761,208.9317017
06 03 2018 15:10,3563.8479,13.64214039,3600,213.5106049
06 03 2018 15:20,3568.437012,12.6497097,3588.625323,212.6896973
06 03 2018 15:30,3569.287109,13.14737988,3600,214.4539948
06 03 2018 15:40,3589.850098,12.88887978,3596.90249,210.8594971
06 03 2018 15:50,3562.129883,14.03629971,3600,210.338501
06 03 2018 16:00,3568.099121,14.36688042,3600,213.8285065
06 03 2018 16:10,3591.379883,13.70917034,3600,213.6154022
06 03 2018 16:20,3592.322998,13.58578014,3600,216.3426971
06 03 2018 16:30,3599.177979,14.07050991,3600,219.6333008
06 03 2018 16:40,3599.939941,14.08613014,3600,220.0957031
06 03 2018 16:50,3538.893066,12.83532047,3595.772119,216.6461945
06 03 2018 17:00,3498.214111,12.24007034,3554.443485,216.660202
06 03 2018 17:10,3570.822998,13.43122959,3600,219.7151947
06 03 2018 17:20,3585.949951,14.69598007,3600,219.3383942
06 03 2018 17:30,3585.731934,15.41289043,3600,215.6959991
06 03 2018 17:40,3515.124023,15.8076601,3600,216.3146973
06 03 2018 17:50,3486.50293,16.21301079,3600,217.031601
06 03 2018 18:00,3510.315918,16.37344933,3600,217.0950012
06 03 2018 18:10,3530.262939,17.27049065,3600,217.0794983
06 03 2018 18:20,3497.009033,17.12162018,3600,216.8934937
06 03 2018 18:30,3535.498047,16.04777908,3600,217.5646057
06 03 2018 18:40,3531.981934,15.43216991,3600,215.9423981
06 03 2018 18:50,3519.805908,14.29979992,3600,209.4842072
06 03 2018 19:00,3478.779053,14.11775017,3600,208.2308044
06 03 2018 19:10,3463.008057,15.0665102,3600,205.3813934
06 03 2018 19:20,3475.334961,16.1739502,3600,203.0986023
06 03 2018 19:30,3465.580078,17.29853058,3600,205.4967041
06 03 2018 19:40,3461.447021,17.34482002,3600,205.3838959
06 03 2018 19:50,3461.842041,17.45968056,3600,204.3450928
06 03 2018 20:00,3461.812012,16.63163948,3600,203.6221924
06 03 2018 20:10,3461.678955,17.34398079,3600,205.1148987
06 03 2018 20:20,3477.928955,16.3469696,3600,206.6266022
06 03 2018 20:30,3484.260986,16.91004944,3600,201.7967987
06 03 2018 20:40,3461.775879,18.86537933,3600,199.631897
06 03 2018 20:50,3462.202881,17.22031021,3600,201.2234039
06 03 2018 21:00,3461.829102,16.41680908,3600,197.5449066
06 03 2018 21:10,3461.520996,17.64053917,3600,201.972702
06 03 2018 21:20,3461.769043,19.33886909,3600,204.0379028
06 03 2018 21:30,3462.193115,18.4236908,3600,203.3426056
06 03 2018 21:40,3462.033936,19.3561306,3600,201.6501007
06 03 2018 21:50,3462.083984,18.64032936,3600,196.0778961
06 03 2018 22:00,3461.636963,18.73364067,3600,193.7046051
06 03 2018 22:10,3461.766113,18.17164993,3600,191.4389038
06 03 2018 22:20,3462.016113,17.97924995,3600,190.8854065
06 03 2018 22:30,3462.262939,18.39410973,3600,195.0646057
06 03 2018 22:40,3462.388916,18.67383003,3600,195.8311005
06 03 2018 22:50,3462.144043,18.73884964,3600,193.0867004
06 03 2018 23:00,3462.074951,19.36469078,3600,190.4024963
06 03 2018 23:10,3461.871094,20.27833939,3600,190.8121033
06 03 2018 23:20,3462.300049,19.89163971,3600,193.0747986
06 03 2018 23:30,3462.429932,19.04487038,3600,192.3267059
06 03 2018 23:40,3462.215088,18.66543961,3600,190.4832001
06 03 2018 23:50,3462.079102,18.79746056,3600,189.6347961
07 03 2018 0:00,3461.812988,19.7486496,3600,187.4429932
07 03 2018 0:10,3462.076904,20.71463013,3600,187.7828064
07 03 2018 0:20,3461.950928,21.14557076,3600,186.9707031
07 03 2018 0:30,3461.930908,21.34966087,3600,190.1414948
07 03 2018 0:40,3462.200928,20.47249031,3600,189.1024933
07 03 2018 0:50,3462.190918,19.99263,3600,191.5534058
07 03 2018 1:00,3461.604004,21.14793968,3600,190.2505035
07 03 2018 1:10,3462.156006,21.12918091,3600,190.3863068
07 03 2018 1:20,3462.315918,20.95557022,3600,190.9844055
07 03 2018 1:30,3462.354004,19.54224014,3600,188.2722015
07 03 2018 1:40,3462.456055,18.29674911,3600,190.509903
07 03 2018 1:50,3462.185059,18.09832001,3600,192.2174988
07 03 2018 2:00,3461.920898,18.88430977,3600,193.0939026
07 03 2018 2:10,3462.00293,19.09223938,3600,193.412796
07 03 2018 2:20,3462.399902,19.34671974,3600,194.3890076
07 03 2018 2:30,3462.422119,20.03191948,3600,194.7722015
